species_id,phylum_lat,class_lat,order_lat,family_lat,taxon_lat_original,taxon_lat,genus_lat,nativeness_hu,Maximum magasság,Életforma,Szociális magatartási típus,Flóraelem besorolás,invasion_status_hu,Terjedési stratégia,Virágzás kezdete,Virágzás időtartama,WZ,WB,FS,ELLF,RZ,LB,ELLS,NS,NB,ELLN
618,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion angustifolium (L.) Scop.,Chamaenerion angustifolium,Chamaenerion,őshonos,100,He,DT,CIR,,Epilobium,6,3,4,5,2,5,0,8,0,4-5,9,8
619,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion dodonaei (Vill.) Holub,Chamaenerion dodonaei,Chamaenerion,őshonos,80,Ch,NP,CEU,,Epilobium,6,5,4,4,1,4,4,9,0,1,1,2
620,Angiospermae,Magnoliopsida,Ranunculales,Papaveraceae,Chelidonium majus L.,Chelidonium majus,Chelidonium,őshonos,50,He,W,EUA,,Allium,5,5,4,5,3,5,5,6,0,4-5,9,8
621,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium album L.,Chenopodium album,Chenopodium,idegenhonos,150,Th,RC,KOZ,meghonosodott faj,Allium,6,6,5,4,0,4,,7,0,4,7,7
622,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium ambrosioides L.,Chenopodium ambrosioides,Chenopodium,idegenhonos,100,Th,W,ADV,meghonosodott faj,Allium,7,4,5,5,3,,,8,,3-4,7,
623,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium aristatum L.,Chenopodium aristatum,Chenopodium,idegenhonos,40,Th,W,ADV,meghonosodott faj,Allium,7,4,5,3,2,,4,9,,2,4,
624,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium bonus-henricus L.,Chenopodium bonus-henricus,Chenopodium,idegenhonos,100,He,W,ADV,meghonosodott faj,Allium,6,5,,5,3,5,,8,0,4-5,9,9
625,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium botrys L.,Chenopodium botrys,Chenopodium,idegenhonos,80,Th,W,KOZ,meghonosodott faj,Allium,7,4,6,4,2,4,0,8,0,3-4,6,6
626,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium chenopodioides (L.) Aellen,Chenopodium chenopodioides,Chenopodium,őshonos,50,Th,DT,,,Allium,6,5,,6,3,7,,9,1,4-5,9,9
627,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium ficifolium Sm.,Chenopodium ficifolium,Chenopodium,idegenhonos,80,Th,W,EUA,meghonosodott faj,Allium,5,4,,6,3,6,,7,0,3-4,7,7
628,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium foliosum Asch.,Chenopodium foliosum,Chenopodium,idegenhonos,80,Th,W,ADV,alkalmi faj,Cornus,6,4,,5,,4,,8,0,,8,8
629,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium glaucum L.,Chenopodium glaucum,Chenopodium,rejtett honosságú,40,Th,DT,EUA,meghonosodott faj,Allium,6,5,6,6,0,6,5,8,3,4-5,9,9
630,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium hybridum L.,Chenopodium hybridum,Chenopodium,idegenhonos,60,Th,W,KOZ,meghonosodott faj,Allium,6,5,6,6,3,5,0,7,0,4,8,8
631,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium murale L.,Chenopodium murale,Chenopodium,idegenhonos,60,Th,W,KOZ,meghonosodott faj,Allium,6,5,5,5,3,4,4,8,0,5,9,9
632,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium opulifolium Schrad.,Chenopodium opulifolium,Chenopodium,őshonos,80,Th,W,,,Allium,6,4,,5,2-3,4,,8,0,3,6,6
633,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium polyspermum L.,Chenopodium polyspermum,Chenopodium,őshonos,60,Th,RC,EUA,,Allium,6,5,6,6,3-4,6,4,6,0,4,8,8
634,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium pumilio R. Br.,Chenopodium pumilio,Chenopodium,idegenhonos,50,Th,A,ADV,meghonosodott faj,Allium,7,4,,,,4,,,0,,,8
635,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium rubrum L.,Chenopodium rubrum,Chenopodium,őshonos,50,Th,DT,CIR,,Allium,6,4,6,6,3,6,0,8,1,4-5,9,9
636,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium schraderianum Schult.,Chenopodium schraderianum,Chenopodium,idegenhonos,100,Th,A,ADV,meghonosodott faj,Allium,7,4,,6,3,,,8,,3-4,7,
637,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium strictum Roth,Chenopodium strictum,Chenopodium,idegenhonos,100,Th,A,ADV,meghonosodott faj,Allium,6,4,,6,3,4,,7,0,3,6,6
638,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium suecicum Murr,Chenopodium suecicum,Chenopodium,idegenhonos,100,Th,A,EUA,alkalmi faj,Allium,6,4,,5,2-3,4,,8,0,4,8,7
639,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium urbicum L.,Chenopodium urbicum,Chenopodium,idegenhonos,120,Th,W,EUA,meghonosodott faj,Allium,7,4,6,4,3-4,4,4,7,0,4,7,7
640,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chenopodium vulvaria L.,Chenopodium vulvaria,Chenopodium,rejtett honosságú,30,Th,W,,meghonosodott faj,Allium,7,4,5,4,3,4,4,7,0,5,9,9
641,Angiospermae,Magnoliopsida,Ericales,Ericaceae,Chimaphila umbellata (L.) W.P.C. Barton,Chimaphila umbellata,Chimaphila,őshonos,20,Ch,Sr,CIR,,Lycopodium,6,2,4,5,2-3,4,2,4,0,2,3,3
642,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Chondrilla juncea L.,Chondrilla juncea,Chondrilla,őshonos,100,He,DT,PoM,,Epilobium,6,4,2,2,2-3,3,4,8,0,2-3,5,
643,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Chorispora tenella (Pall.) DC.,Chorispora tenella,Chorispora,idegenhonos,60,Th,,ADV,meghonosodott faj,Allium,4,2,,,,,,,,,,
644,Angiospermae,Liliopsida,Poales,Poaceae,Chrysopogon gryllus (L.) Trin.,Chrysopogon gryllus,Chrysopogon,őshonos,150,He,C,SME,,Allium,5,4,2,3,2,,4,9,,1-2,2,
645,Angiospermae,Magnoliopsida,Saxifragales,Saxifragaceae,Chrysosplenium alternifolium L.,Chrysosplenium alternifolium,Chrysosplenium,őshonos,20,He,S,CIR,,Allium,3,3,9,7,4,8,4,4,0,2-4,4,5
646,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Cicer arietinum L.,Cicer arietinum,Cicer,idegenhonos,50,Th,,,alkalmi faj,Zea,6,2,,,,,,,,,,
647,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cichorium intybus L.,Cichorium intybus,Cichorium,idegenhonos,100,HT-He,W,EUA,meghonosodott faj,Allium,6,4,5,6,0,4,4,8,0,3,5,5
648,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Cicuta virosa L.,Cicuta virosa,Cicuta,őshonos,150,He(HH),S,EUA,,Sparganium,7,2,10,9,5,9,4,7,0,3-4,7,5
649,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Cimicifuga europaea Schipcz.,Cimicifuga europaea,Cimicifuga,őshonos,100,He,Sr,CON,,Allium,7,2,5,5,2-3,,5,5,,3-4,7,
650,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Circaea alpina L.,Circaea alpina,Circaea,őshonos,20,Ge,,,,Bidens,6,2,5,,,7,3,,0,,,5
651,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Circaea lutetiana L.,Circaea lutetiana,Circaea,őshonos,60,Ge,G,CIR,,Bidens,6,3,5,6,3,6,4,4,0,3,7,7
652,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium arvense (L.) Scop.,Cirsium arvense,Cirsium,idegenhonos,120,Ge,RC,EUA,özönfaj,Epilobium,6,5,4,4,0,,0,8,1,3-4,7,7
653,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium boujartii (Piller et Mitterp.) Sch. Bip.,Cirsium boujartii,Cirsium,őshonos,200,HT,,,,Epilobium,7,3,6,,2-3,,4,,,3,,
654,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium brachycephalum Jur.,Cirsium brachycephalum,Cirsium,őshonos,120,HT-He,S,PAN,,Epilobium,6,4,8,9,4-5,,4,8,,2,4,
655,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium canum (L.) All.,Cirsium canum,Cirsium,őshonos,150,He,G,CON,,Epilobium,6,5,7,8,4,8,0,8,0,2-3,5,
656,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium eriophorum (L.) Scop.,Cirsium eriophorum,Cirsium,őshonos,150,HT,W,CEU,,Epilobium,7,3,6,4,2-3,4,4,9,0,3,5,5
657,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium erisithales (Jacq.) Scop.,Cirsium erisithales,Cirsium,őshonos,150,He,S,CEU,,Epilobium,7,3,5,6,2-3,5,5,6,0,,5,2
658,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium furiens Griseb. et Schenk,Cirsium furiens,Cirsium,őshonos,200,HT,W,CAR,,Epilobium,7,3,2,4,2,,5,9,,3-4,7,
659,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium oleraceum (L.) Scop.,Cirsium oleraceum,Cirsium,őshonos,150,He,G,EUA,,Epilobium,6,5,8,7,4,7,4,6,0,3,5,5
660,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium palustre (L.) Scop.,Cirsium palustre,Cirsium,őshonos,150,HT,G,EUA,,Epilobium,7,3,3,8,4,8,0,7,0,2-3,3,3
661,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium pannonicum (L. f.) Link,Cirsium pannonicum,Cirsium,őshonos,80,He,G,PoP,,Epilobium,6,2,3,4,2,,4,8,,2,3,
662,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium rivulare (Jacq.) All.,Cirsium rivulare,Cirsium,őshonos,160,He,G,CEU,,Epilobium,5,3,8,8,4-5,7,4,9,0,2,4,5
663,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cirsium vulgare (Savi) Ten.,Cirsium vulgare,Cirsium,rejtett honosságú,150,HT,W,EUA,meghonosodott faj,Epilobium,6,4,5,5,2-3,5,4,8,0,4,8,8
664,Angiospermae,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus lanatus (Thunb.) Mansf.,Citrullus lanatus,Citrullus,idegenhonos,400,Th,,,alkalmi faj,Cornus,7,3,,,,,,,,,,
665,Angiospermae,Liliopsida,Poales,Cyperaceae,Cladium mariscus (L.) Pohl,Cladium mariscus,Cladium,őshonos,200,Ge(-HH),C,KOZ,,Sparganium,6,2,8,9,4-5,10,4,9,0,2,3,3
666,Angiospermae,Liliopsida,Poales,Poaceae,Cleistogenes serotina (L.) Keng,Cleistogenes serotina,Cleistogenes,őshonos,60,He,S,SME,,Allium,8,3,1,2,2,,4,9,,2,2,
667,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis alpina (L.) Mill.,Clematis alpina,Clematis,őshonos,200,M,Sr,ALP,,Allium,5,2,5,6,3,5,5,4,0,,5,3
668,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis integrifolia L.,Clematis integrifolia,Clematis,őshonos,80,He,G,CON,,Allium,5,2,6,6,3,,5,8,,2-3,5,
669,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis × jackmannii Moore,Clematis × jackmannii,Clematis,idegenhonos,400,M,,,alkalmi faj,Zea,5,3,,,,,,,,,,
670,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis recta L.,Clematis recta,Clematis,őshonos,150,He,G,PoM,,Allium,6,3,3,3,2,3,5,6,0,1,3,3
671,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis vitalba L.,Clematis vitalba,Clematis,őshonos,2000,M,DT,SME,,Allium,5,4,5,5,3,5,3,7,0,3-4,7,7
672,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis viticella L.,Clematis viticella,Clematis,idegenhonos,300,M,A,ADV,alkalmi faj,Zea,5,6,,4,,,,8,,,6,
673,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium vulgare L.,Clinopodium vulgare,Clinopodium,őshonos,60,He,G,CIR,,Allium,6,4,,5,0,4,,6,0,2,3,3
674,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cnicus benedictus L.,Cnicus benedictus,Cnicus,idegenhonos,60,HT,,,alkalmi faj,Zea,6,4,,,,4,,,0,,,6
675,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Cnidium dubium (Schkuhr) Thell.,Cnidium dubium,Cnidium,őshonos,100,HT-He,G,EUA,,Allium,7,3,,8,4,8,,7,0,2,4,
676,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia danica L.,Cochlearia danica,Cochlearia,idegenhonos,,,,,meghonosodott faj,Allium,,,,,,8,,,4,,,5
677,Angiospermae,Liliopsida,Liliales,Colchicaceae,Colchicum arenarium Waldst. et Kit.,Colchicum arenarium,Colchicum,őshonos,15,Ge,S,PAN,,Allium,8,3,2,2,2,,5,9,,1,1,
678,Angiospermae,Liliopsida,Liliales,Colchicaceae,Colchicum autumnale L.,Colchicum autumnale,Colchicum,őshonos,30,Ge,G,SME,,Allium,8,3,6,6,3-4,6,4,6,0,,4,
679,Angiospermae,Liliopsida,Liliales,Colchicaceae,Colchicum hungaricum Janka,Colchicum hungaricum,Colchicum,őshonos,10,Ge,Su,ILL,,Allium,1,2,1,1,2,,5,9,,1,1,
680,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Colutea arborescens L.,Colutea arborescens,Colutea,őshonos,300,M,G,SME,,Allium,5,4,3,3,2-3,3,5,6,0,1-2,2,2
681,Angiospermae,Liliopsida,Commelinales,Commelinaceae,Commelina communis L.,Commelina communis,Commelina,idegenhonos,70,Th(-He),,ADV,meghonosodott faj,Allium,7,3,,,,,,,,,,
682,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Conium maculatum L.,Conium maculatum,Conium,idegenhonos,150,Th-HT,RC,EUA,meghonosodott faj,Allium,6,3,5,5,3,6,3,8,0,4-5,8,8
683,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Conringia austriaca (Jacq.) Sweet,Conringia austriaca,Conringia,őshonos,60,Th,NP,BAL,,Allium,4,3,2,3,2,,5,8,,2,3,
684,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Conringia orientalis (L.) Dumort.,Conringia orientalis,Conringia,idegenhonos,60,Th,W,EUA,meghonosodott faj,Allium,5,3,2,3,2-3,3,5,7,0,2,4,4
685,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Consolida ajacis (L.) Schur  Delphinium ajacis,Consolida ajacis,Consolida,idegenhonos,100,Th,,,alkalmi faj,Allium,6,3,,,,,,,,,,
686,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Consolida orientalis (J. Gay) Schrödinger,Consolida orientalis,Consolida,idegenhonos,70,Th,W,ADV,meghonosodott faj,Allium,5,4,3,4,2,,4,7,,2,4,
687,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Consolida regalis S. F. Gray,Consolida regalis,Consolida,idegenhonos,100,Th,W,EUA,meghonosodott faj,Allium,5,5,3,4,2,4,4,6,0,2-3,5,5
688,Angiospermae,Liliopsida,Asparagales,Asparagaceae,Convallaria majalis L.,Convallaria majalis,Convallaria,őshonos,20,Ge,G,EUR,,Cornus,4,2,4,5,3,4,3,5,0,2,4,4
689,Angiospermae,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus arvensis L.,Convolvulus arvensis,Convolvulus,idegenhonos,100,He(-Ge?),RC,KOZ,meghonosodott faj,Allium,5,7,3,4,3,4,4,7,0,0,4,
690,Angiospermae,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus cantabrica L.,Convolvulus cantabrica,Convolvulus,őshonos,40,He,S,SME,,Allium,5,5,2,1,1,,4,9,,1,2,
691,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Conyza canadensis (L.) Cronquist,Conyza canadensis,Conyza,idegenhonos,100,Th,AC,ADV,özönfaj,Epilobium,6,4,4,4,2-3,4,0,8,0,3,4,5
692,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Corallorhiza trifida Châtel.,Corallorhiza trifida,Corallorhiza,őshonos,15,Ge,Sr,CIR,,Lycopodium,5,2,6,6,3,5,2,2,0,,5,
693,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Coriandrum sativum L.,Coriandrum sativum,Coriandrum,idegenhonos,50,Th,I,ADV,alkalmi faj,Allium,6,2,,,,,,,,,,
694,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corispermum canescens Kit.,Corispermum canescens,Corispermum,őshonos,40,Th,S,PoP,,Allium,7,4,0,1,1-2,,4,9,,1-2,1,
695,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corispermum leptopterum (Asch.) Iljin,Corispermum leptopterum,Corispermum,rejtett honosságú,30,Th,,,meghonosodott faj,Allium,5,5,,,,3,,,0,,,6
696,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corispermum marschallii Steven,Corispermum marschallii,Corispermum,rejtett honosságú,30,Th,,,meghonosodott faj,Allium,7,3,,,,4,,,0,,,5
697,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Corispermum nitidum Kit.,Corispermum nitidum,Corispermum,őshonos,60,Th,NP,PoP,,Allium,6,5,0,1,1-2,,5,9,,1-2,1,
698,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Cormus domestica (L.) Spach,Cormus domestica,Cormus,rejtett honosságú,2000,,,,meghonosodott faj,Cornus,,,,,,4,,,0,,,3
699,Angiospermae,Magnoliopsida,Cornales,Cornaceae,Cornus alba L.,Cornus alba,Cornus,idegenhonos,300,M,,,alkalmi faj,Zea,6,2,,,,,,,,,,
700,Angiospermae,Magnoliopsida,Cornales,Cornaceae,Cornus mas L.,Cornus mas,Cornus,őshonos,600,M(-MM),G,SME,,Cornus,2,3,3,4,2-3,4,4,6,0,3,4,4
701,Angiospermae,Magnoliopsida,Cornales,Cornaceae,Cornus sanguinea L.,Cornus sanguinea,Cornus,őshonos,400,M(-MM),G,SME,,Cornus,5,2,4,4,3,5,4,7,0,3,5,
702,Angiospermae,Magnoliopsida,Cornales,Cornaceae,Cornus sericea L.,Cornus sericea,Cornus,idegenhonos,300,M,,,alkalmi faj,Cornus,6,2,,,,,,,,,,
703,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Coronilla coronata L.,Coronilla coronata,Coronilla,őshonos,50,He,S,SME,,Allium,5,3,3,4,2,3,5,7,0,1,1,3
704,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Coronilla vaginalis Lam.,Coronilla vaginalis,Coronilla,őshonos,20,He,S,ALB,,Allium,5,3,3,2,1,3,5,8,0,1,1,2
705,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Coronopus didymus (L.) Sm.,Coronopus didymus,Coronopus,idegenhonos,40,Th(-HT),,ADV,alkalmi faj,Allium,6,3,,,,5,,,0,,,6
706,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Coronopus squamatus (Forssk.) Asch.,Coronopus squamatus,Coronopus,idegenhonos,20,Th(-HT),W,,meghonosodott faj,Allium,5,4,,5,2-3,6,,8,1,3,6,6
707,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Corothamnus procumbens (Waldst. et Kit.) C. Presl,Corothamnus procumbens,Corothamnus,őshonos,20,N,S,ILL,,Allium,4,3,1,3,1-2,,5,8,,1,3,
708,Angiospermae,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis cava L.,Corydalis cava,Corydalis,őshonos,35,Ge,C,CEU,,Allium,3,2,6,6,3,6,4,3,0,4,8,8
709,Angiospermae,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis intermedia Link,Corydalis intermedia,Corydalis,őshonos,15,Ge,G,EUR,,Allium,3,2,5,6,3,5,,3,0,4,7,7
710,Angiospermae,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis pumila Rchb.,Corydalis pumila,Corydalis,őshonos,15,Ge,G,CEU,,Allium,3,2,5,6,3,,4,3,,4,8,
711,Angiospermae,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis solida L.,Corydalis solida,Corydalis,őshonos,20,Ge,C,EUR,,Allium,3,2,5,5,3,5,4,3,0,4,7,7
712,Angiospermae,Magnoliopsida,Fagales,Betulaceae,Corylus avellana L.,Corylus avellana,Corylus,őshonos,1000,M(-MM),G,EUR,,Cornus,2,2,5,5,2-3,,3,5,0,,7,5
713,Angiospermae,Magnoliopsida,Fagales,Betulaceae,Corylus colurna L.,Corylus colurna,Corylus,idegenhonos,2500,MM,I,ADV,alkalmi faj,Cornus,2,2,,,,,,,,,,
714,Angiospermae,Liliopsida,Poales,Poaceae,Corynephorus canescens (L.) Beauv.,Corynephorus canescens,Corynephorus,őshonos,40,He,C,SAT,,Allium,6,2,0,2,2,2,2,9,0,1-2,2,2
715,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Cosmos bipinnatus Cav.,Cosmos bipinnatus,Cosmos,idegenhonos,150,Th,,,alkalmi faj,Allium,7,4,,,,,,,,,,
716,Angiospermae,Magnoliopsida,Sapindales,Anacardiaceae,Cotinus coggygria Scop.,Cotinus coggygria,Cotinus,őshonos,400,M(-MM),S,PoM,,Allium,5,2,2,3,2,3,5,7,0,2,2,3
717,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Cotoneaster integerrimus Medik.,Cotoneaster integerrimus,Cotoneaster,őshonos,200,M,Sr,EUR,,Cornus,4,2,2,3,1-2,3,4,8,0,1,2,2
718,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Cotoneaster niger (Thunb.) Fr. s. l.,Cotoneaster niger,Cotoneaster,őshonos,200,M,G,CON,,Cornus,4,2,2,3,1-2,,5,8,,1,2,
719,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Cotoneaster tomentosus (Aiton) Lindl.,Cotoneaster tomentosus,Cotoneaster,őshonos,250,M,C,SME,,Allium,5,1,3,3,1-2,3,5,7,0,1,2,2
720,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Crambe tataria Sebeók,Crambe tataria,Crambe,őshonos,150,He,Su,PoP,,Allium,4,3,3,3,2,,4,8,,1,1,
721,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Crataegus laevigata agg.,Crataegus laevigata,Crataegus,őshonos,400,M,G,SAT,,Cornus,5,1,5,6,3,5,3,6,0,2,5,5
722,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Crataegus monogyna agg.,Crataegus monogyna,Crataegus,őshonos,600,M(-MM),G,EUR,,Cornus,5,1,4,4,2-3,4,3,7,0,2,4,4
723,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Crataegus nigra Waldst. et Kit.,Crataegus nigra,Crataegus,őshonos,600,M-MM,Sr,PaB,,Cornus,5,2,7,7,3-4,,4,6,,2,4,
724,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Crataegus rhipidophylla agg.,Crataegus rhipidophylla,Crataegus,őshonos,400,M,,,,Cornus,5,2,,,,,,,,,,
725,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis biennis L.,Crepis biennis,Crepis,őshonos,120,HT,DT,EUR,,Epilobium,5,5,4,5,2,6,0,6,0,2-3,5,5
726,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis capillaris (L.) Wallr.,Crepis capillaris,Crepis,idegenhonos,60,Th-HT,NP,CEU,meghonosodott faj,Epilobium,6,2,4,4,2-3,5,4,7,0,1-2,3,4
727,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis mollis (Jacq.) Asch. subsp. hieracioides (Waldst. et Kit.) Domin,Crepis mollis,Crepis,őshonos,,,,CEU,,Epilobium,,,,,,5,,,0,,,5
728,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis nicaeensis Balb.,Crepis nicaeensis,Crepis,őshonos,90,Th-HT,NP,SME,,Epilobium,5,2,2,3,2,4,4,8,1,1-2,2,6
729,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis paludosa (L.) Moench,Crepis paludosa,Crepis,őshonos,80,He,S,EUR,,Epilobium,6,3,7,7,3-4,8,4,7,0,0,4,6
730,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis pannonica (Jacq.) K. Koch,Crepis pannonica,Crepis,őshonos,130,HT-He,G,PoP,,Epilobium,6,3,5,4,2,,4,8,,1-2,3,
731,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis praemorsa (L.) Walther,Crepis praemorsa,Crepis,őshonos,70,He,G,EUA,,Epilobium,5,2,5,5,2-3,3,4,6,0,1-2,3,3
732,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis pulchra L.,Crepis pulchra,Crepis,őshonos,100,Th,DT,SME,,Epilobium,5,4,3,4,2-3,4,4,7,0,2-3,5,6
733,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis rhoeadifolia M. Bieb.,Crepis rhoeadifolia,Crepis,rejtett honosságú,50,Th,W,PON,meghonosodott faj,Epilobium,6,3,3,5,2-3,4,3,9,0,2-3,5,3
734,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis setosa Haller,Crepis setosa,Crepis,őshonos,80,Th,W,SME,,Epilobium,6,3,4,4,2-3,4,4,9,0,2-3,3,3
735,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis taraxacifolia Thuill.,Crepis taraxacifolia,Crepis,idegenhonos,80,Th-HT,I,AsM,meghonosodott faj,Epilobium,6,3,3,6,2-4,4,4,8,0,2,4,5
736,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Crepis tectorum L.,Crepis tectorum,Crepis,idegenhonos,60,Th-HT,W,EUA,meghonosodott faj,Epilobium,5,6,1,3,2-3,4,0,8,0,2,6,6
737,Angiospermae,Liliopsida,Asparagales,Iridaceae,Crocus albiflorus Kit.,Crocus albiflorus,Crocus,őshonos,15,Ge,Su,CEA,,Allium,3,2,6,5,3,5,3,7,0,2,4,
738,Angiospermae,Liliopsida,Asparagales,Iridaceae,Crocus heuffelianus Herb.,Crocus heuffelianus,Crocus,őshonos,20,Ge,Su,CAR,,Allium,2,3,6,6,3,,3,7,,2,4,
739,Angiospermae,Liliopsida,Asparagales,Iridaceae,Crocus reticulatus Steven,Crocus reticulatus,Crocus,őshonos,10,Ge,Sr,PoM,,Allium,2,3,,4,2,,,8,,1-2,3,
740,Angiospermae,Liliopsida,Asparagales,Iridaceae,Crocus tommasinianus Herb.,Crocus tommasinianus,Crocus,idegenhonos,15,Ge,Gu,ILL,meghonosodott faj,Allium,2,2,6,6,3,,3,7,,2,4,
741,Angiospermae,Liliopsida,Asparagales,Iridaceae,Crocus vittatus Schloss. et Vuk.,Crocus vittatus,Crocus,őshonos,20,Ge,,,,Allium,2,3,,,,,,,,,,
